loop time, gbuffer time, shadow time, direct time ,hiz time, ssr time
1360, 486, 33, 8, 0, 0
1350, 489, 33, 8, 0, 0
1350, 488, 33, 8, 0, 0
1354, 486, 33, 8, 0, 0
1355, 491, 34, 8, 0, 0
1352, 486, 34, 8, 0, 0
1347, 488, 33, 8, 0, 0
1777, 596, 34, 8, 0, 0
1521, 488, 33, 8, 0, 0
1349, 483, 34, 8, 0, 0
1343, 485, 33, 8, 0, 0
1351, 489, 34, 8, 0, 0
1348, 486, 33, 8, 0, 0
1343, 488, 34, 8, 0, 0
1349, 495, 34, 8, 0, 0
1351, 497, 34, 8, 0, 0
1348, 495, 34, 8, 0, 0
1347, 492, 34, 8, 0, 0
1339, 494, 34, 8, 0, 0
1759, 495, 34, 8, 0, 0
1517, 495, 34, 8, 0, 0
1342, 502, 34, 8, 0, 0
1354, 496, 34, 8, 0, 0
1349, 494, 34, 8, 0, 0
1324, 494, 34, 8, 0, 0
1346, 494, 34, 8, 0, 0
1349, 497, 34, 8, 0, 0
1350, 492, 34, 8, 0, 0
1349, 493, 34, 8, 0, 0
1355, 493, 34, 8, 0, 0
1346, 494, 34, 8, 0, 0
1679, 496, 34, 8, 0, 0
1529, 492, 34, 8, 0, 0
1332, 493, 34, 8, 0, 0
1349, 499, 34, 8, 0, 0
1350, 495, 34, 8, 0, 0
1347, 496, 34, 8, 0, 0
1345, 495, 34, 8, 0, 0
1342, 493, 34, 8, 0, 0
1349, 496, 34, 8, 0, 0
1342, 497, 34, 8, 0, 0
1348, 495, 34, 8, 0, 0
1544, 498, 34, 8, 0, 0
1558, 501, 35, 8, 0, 0
1527, 534, 35, 8, 0, 0
1352, 496, 34, 8, 0, 0
1346, 497, 34, 8, 0, 0
1345, 497, 34, 8, 0, 0
1353, 500, 34, 8, 0, 0
1342, 494, 34, 8, 0, 0
1342, 496, 34, 8, 0, 0
1346, 497, 34, 8, 0, 0
1344, 497, 34, 8, 0, 0
1341, 498, 34, 8, 0, 0
1340, 501, 34, 8, 0, 0
1742, 497, 34, 8, 0, 0
1507, 564, 34, 8, 0, 0
1351, 495, 34, 8, 0, 0
1346, 498, 61, 9, 0, 0
1359, 495, 34, 8, 0, 0
1351, 496, 33, 8, 0, 0
1348, 501, 34, 8, 0, 0
1354, 493, 34, 8, 0, 0
1344, 496, 34, 8, 0, 0
1340, 502, 34, 8, 0, 0
1352, 496, 34, 8, 0, 0
1356, 498, 34, 8, 0, 0
1758, 498, 34, 8, 0, 0
1516, 496, 34, 8, 0, 0
1349, 493, 34, 8, 0, 0
1337, 496, 34, 8, 0, 0
1350, 495, 34, 8, 0, 0
1357, 492, 34, 8, 0, 0
1374, 531, 34, 8, 0, 0
1351, 495, 34, 8, 0, 0
1352, 493, 34, 8, 0, 0
1313, 495, 34, 8, 0, 0
1350, 498, 34, 8, 0, 0
1531, 496, 34, 8, 0, 0
1555, 492, 34, 8, 0, 0
1518, 495, 34, 8, 0, 0
1358, 496, 34, 8, 0, 0
1353, 497, 34, 8, 0, 0
1348, 493, 34, 8, 0, 0
1330, 499, 34, 8, 0, 0
1350, 506, 33, 8, 0, 0
1345, 487, 33, 8, 0, 0
1345, 488, 34, 8, 0, 0
1348, 484, 33, 8, 0, 0
1350, 483, 34, 8, 0, 0
1539, 487, 33, 8, 0, 0
1569, 487, 33, 8, 0, 0
1517, 486, 33, 8, 0, 0
1344, 489, 34, 8, 0, 0
1343, 486, 34, 8, 0, 0
1376, 492, 34, 8, 0, 0
1320, 518, 34, 8, 0, 0
1352, 546, 33, 8, 0, 0
1345, 487, 34, 8, 0, 0
1335, 485, 34, 8, 0, 0
1353, 486, 34, 8, 0, 0
1359, 485, 33, 8, 0, 0
1550, 643, 33, 8, 0, 0
